CHOLN	TFAT	CARB	MOIS	CAFF	THEO	VC	CALC	IRON	MAGN	PHOS	POTA	SODI	ZINC	COPP	VB1	NIAC	VB6	FDFE	FF	VB12	VARA	LZ	ACAR	CRYP	LYCO	ATOC	VITD	M221	PFAT	B12_ADD
384.13868125	76.52888875	276.764558125	1725.8759775	28.512	1.68	173.4849125	1158.7640625	22.955448125	455.1716875	1518.583875	3593.544875	2184.192875	10.365131875	1.7508940625	1.59926725	16.6119350625	3.975216625	1093.2189375	428.1189375	9.201735	1186.687875	9855.3329375	860.59575	37.74675	9.027	13.308285	7.5371	0.008728	23.8566411875	6.90485
201.12583125	83.961218125	182.3354475	1667.77923875	25.2	2.52	148.5951625	806.2463125	12.903359375	328.8071875	986.2546875	3814.154	3418.0349375	6.193271875	1.6721845	2.8544525625	14.5940561875	2.089045625	510.3885625	446.0710625	2.7563	327.4503125	2364.7653125	244.0120625	40.6710625	5478.0945	14.42913875	2.7387125	0.005543625	29.7922926875	2.18565
800.37305	117.092281666667	76.5738616666667	1459.829865	11.52	0	136.229983333333	744.1295	10.234875	316.186333333333	1932.3515	3449.654	4434.98633333333	11.32506	1.71814633333333	1.3387845	32.098033	2.94963283333333	343.444833333333	342.304833333333	11.5074266666667	758.412333333333	5094.89033333333	245.493333333333	59.8496666666667	362.658	10.681695	25.4401333333333	0.092746	37.3136395	0.7259
389.387841666667	107.753508333333	249.4749675	1902.34150416667	210.29	12.45	56.3344666666667	1131.80575	15.8489	254.131583333333	1594.05125	2605.57225	4169.38591666667	14.3014791666667	0.850501	1.64407833333333	29.4877805	1.94881333333333	436.81675	183.610083333333	6.6956525	580.653	522.539416666667	176.003583333333	76.50275	5359.04975	6.994095	4.37224166666667	0.147069833333333	20.9507681666667	1.08
831.906055275	74.2700955725	193.3229820825	1781.8052765175	29.87	24.0875	43.0115264	573.04311125	16.2350380125	337.1046925	1950.0954055	2369.25274975	7971.99487225	11.3726013875	1.522919046	1.1926888855	18.526894433	1.696448461	654.2988315	391.6938315	14.34868	927.1599	2440.531	1793.63975	34.507	3.52	10.27395948	15.95885	0.0501145	26.807310057	0
214.972025	69.063795	199.309285	1661.567865	0	0	142.24025	912.2435	12.2148025	387.6915	1341.533	2636.851	2198.487	8.045875	1.49088375	1.32026925	13.34054	1.7755515	560.95425	344.33675	2.522725	468.96325	4248.5445	66.68525	78.6395	1841.97	9.5776175	3.2302	0.011415	18.99121425	0.632
176.361741666667	63.7562625	227.095393333333	1403.43975041667	29.6	0	167.751266666667	995.876625	21.78565875	316.840708333333	1136.99354166667	2604.86945833333	2525.07933333333	12.9406141666667	1.25593225	1.62858808333333	12.8977975416667	1.82715658333333	792.663125	434.698125	4.38308166666667	1432.36870833333	3829.36258333333	878.70175	47.9479166666667	1338.36466666667	9.35015291666667	2.163575	0.00689541666666667	24.6474432916667	3.77444833333333
811.098460833333	113.7896299	68.10873248	1382.54899839667	2.4	0	92.8274419	1204.32705766667	9.66709468333333	343.346229666667	2312.7587	3568.54125433333	2969.432067	14.7068894066667	1.04748516466667	1.03134410333333	26.3851196416667	2.849351972	376.314337	369.397670333333	15.1090866666667	1057.996275	5104.2235	471.197291666667	62.3453333333333	338.251458333333	12.3129144966667	39.4698	0.0916334166666667	25.4269105523333	0.056
454.012036266667	185.753561346667	412.747823233333	1563.46451144667	211.286666666667	134.236666666667	25.7875114666667	1773.97864666667	18.53694072	400.845558	2429.00485333333	3128.82895666667	6318.732926	16.7529962066667	1.432212038	2.37693068666667	30.959729374	1.66922085066667	806.072652	307.004452	6.29098933333333	961.560316666667	771.44221	6.42549666666667	35.5571333333333	9767.99116666667	13.1951537	6.2188466	0.0263735333333333	40.0507486566667	0
411.815824833333	54.44214145	131.367305336667	1629.91246693667	70.56	4.08	32.2698289333333	558.882549	13.24942965	300.229465333333	1244.05184666667	2212.073379	6515.23925633333	8.80786594333333	1.28749153366667	1.23377096166667	25.3235515133333	1.80330250133333	398.098891333333	215.995558	8.34612666666667	290.079016666667	1417.64833333333	258.291666666667	17.4154166666667	114.97	5.02851092	19.2553333333333	0.570924	18.615572871	0
246.797496313333	69.54740487	124.522268333333	1319.39718677	8.64	0	79.3163541666667	846.969049266667	9.68046314133333	360.167631	1152.81168246667	2140.05181853333	2159.732415	8.214546812	1.40098995833333	0.732405833333333	9.385978875	0.996287625	286.0916512	263.578317866667	1.49003923933333	596.415558	4436.26129166667	312.449583333333	88.6093333333333	283.01175	10.2162143126667	2.64135	0.001803	16.8075501886667	0
131.221835	56.388361	224.4550005	1374.6520455	61.092	6.788	81.736855	539.425	14.150138	257.61795	933.82235	2231.88615	1972.1516	6.500817	1.48123455	1.41435535	15.4132351	3.16117465	1116.344	292.289	7.0713875	445.84675	2073.01825	653.65175	23.32625	6160.175	11.1951445	1.460875	0.00184125	24.51325325	6.6013125
762.690116666667	94.1235733333333	59.18359	1264.055	33.6	0	29.9578666666667	1134.3255	10.01295	310.3455	2248.30816666667	2490.0345	3144.98416666667	18.76018	0.657325	1.15547483333333	15.600369	2.07195533333333	215.7575	211.1175	9.81194	788.426833333333	2255.90216666667	60.888	18.2606666666667	1139.059	6.41887333333333	7.87605	0.0329503333333333	17.4044426666667	0.49
486.079974	127.637683733333	320.061324906667	1586.80860814667	122.203166666667	54.6468333333333	54.1984325333333	1187.92838266667	18.2297046266667	278.019712	1956.73313333333	2764.974096	4931.01891466667	15.67354864	1.12179576933333	2.056478032	39.152564452	2.584960232	626.527614666667	169.288058666667	9.13305166666667	489.169448	439.099950666667	9.3925	41.3651666666667	3469.90916666667	10.04412996	14.0617204	0.0918608333333333	29.6564042893333	0
481.851922683333	60.729139115	150.187653135	1535.51610034167	26.88	0	72.7226166666667	755.0145935	15.4749524416667	322.183709666667	1595.77992866667	2622.97964916667	7208.5955635	8.31396954833333	1.25908041366667	1.38091538533333	26.808527847	1.86996179433333	515.947623	219.794289666667	16.4487533333333	512.587166666667	1097.71666666667	588.333666666667	39.04575	1285.24133333333	7.11307375	12.9636166666667	0.516926666666667	20.4503513286667	0
