F_TOTAL	G_WHOLE	PF_NUTSDS	V_TOTAL	V_DRKGR	V_STARCHY_TOTAL	V_REDOR_OTHER	V_STARCHY_OTHER	V_OTHER	PF_LEGUMES	ADD_SUGARS	PF_TOTAL	PF_MEAT	PF_CUREDMEAT	PF_POULT	PF_SEAFD_HI	PF_SEAFD_LOW	PF_EGGS	PF_SOY	D_TOTAL	D_YOGURT	SOLID_FATS	OILS
2.7837725	3.4531	1.9017	2.781285625	1.3401075	0	0.15025	0	1.290928125	2.737575	11.431355	2.80635	0	0	0	0	0	0.90465	0	1.867945	0.753375	16.69007	41.62609
0	0.7761	0.640065625	5.682633125	0.37562	2.37173125	0	0.06443125	1.768406875	2.5619625	1.26387	2.671265625	0	0.1008	0	0	0	0.2525	1.6779	0.42955	0	5.85528875	67.330009375
0.4752	0	2.015125	3.82841166666667	0.635733333333333	0.0972	0.0292	0.0972	3.051445	0.064	2.51204	15.3085483333333	0	2.75831	2.1878	4.69854	1.15844	2.42633333333333	0.064	1.53064	0.19	27.42091	54.136065
0.309691666666667	0	0	1.85538916666667	0.00333	0.8064875	0.02555	0.0429541666666667	0.680738333333333	0	15.9769216666667	7.43375	3.4566	1.3261	1.92116666666667	0	0	0.729883333333333	0	2.1233275	0.177454166666667	51.8444041666667	30.5934716666667
0.0588	1.0319	0	2.2699925	0.2065	0.2124	0.3501125	0.2124	1.50098	0.868425	2.830645	14.006105	0	0	0	1.658475	7.00803	3.5931	1.7465	0.1892	0	13.17898	32.31351148
2.33064	0.536	3.276875	1.6142825	0.447545	0	0.0125	0	1.0084375	1.694025	1.1947	3.304875	0	0	0	0	0	0.028	0	2.04672	0.2205	15.67217	38.89605
0.7807	1.5665	0.40284375	2.69747916666667	0.581163333333333	0.302554166666667	0.208675	0.0429541666666667	1.49546666666667	3.438775	9.49946666666667	0.516630416666667	0	0	0	0	0	0.0493866666666667	0.0644	1.0464	0.0236	10.9311158333333	42.4813879166667
0.219983333333333	0	0.548725	2.90058833333333	0.794791666666667	0.110133333333333	0.114166666666667	0.0532	1.88149666666667	0	0.64629125	12.5395383333333	2.2902	0.22976	0	6.55212	0	2.44856666666667	0.470166666666667	3.34490833333333	0	31.7183820833333	46.4645031633333
0.623832666666667	0	0.258	1.47759486	0	0.919266666666667	0	0	0.151661526666667	0	24.1164433333333	4.47842666666667	1.32853333333333	1.61633333333333	0	0	0	1.27556	0	4.76361833333333	0	108.911844706667	51.9979797333333
0.180570833333333	0.0908333333333333	0	1.28477	0.132733333333333	0.0708333333333333	0.036	0.0361666666666667	1.04520333333333	1.3185	0.1931	8.46673	1.94819333333333	0.255866666666667	0.2821	3.73842	0.144	0.697733333333333	1.40041666666667	0.454523333333333	0.167416666666667	11.05006	16.16238392
1.19891333333333	1.71028333333333	3.43315	2.29409583333333	0.417822916666667	0.696666666666667	0.0675	0.168	1.06785625	0.183666666666667	1.84014	5.02981666666667	0.0693333333333333	0	0	0	0	0.887333333333333	0.64	1.68864333333333	0.208746666666667	22.1870902866667	28.945975
0.925093	1.46675	2.308975	2.65736	0.8208	0.715875	0.14696	0	0.692925	1.250725	8.015545	2.34025	0	0	0	0	0	0.010275	0.021	0.66125	0	12.7232375	31.9855875
0	0.0138	0.194833333333333	1.542675	0.554266666666667	0.535933333333333	0	0.0723333333333333	0.381225	0.07	1.6513	11.7760133333333	2.94504	1.0011	1.89854	0	3.1964	2.4911	0.049	3.50976833333333	0	47.1221783333333	18.22098
0.261066666666667	0.0722	0.129	0.820641666666667	0	0.365	0.0160666666666667	0	0.29105	0.329366666666667	23.3906024	9.75288833333333	6.09338666666667	0.2016	0.385875	2.51748	0	0.425546666666667	0	1.86762	0	61.7090490533333	38.3149853733333
0.224583333333333	0	0	2.07145208333333	0.100975	0.209733333333333	0.105683333333333	0.0702	1.42972708333333	1.566	1.16770666666667	10.7030283333333	0	0.658933333333333	2.05788333333333	1.46286	4.35781	0.896	1.26954166666667	0.830301666666667	0	9.01354166666667	26.2983366666667
