"F_TOTAL"	"F_CITMLB"	"F_OTHER"	"F_JUICE"	"V_TOTAL"	"V_DRKGR"	"V_REDOR_TOTAL"	"V_REDOR_TOMATO"	"V_REDOR_OTHER"	"V_STARCHY_TOTAL"	"V_STARCHY_POTATO"	"V_STARCHY_OTHER"	"V_OTHER"	"V_LEGUMES"	"G_TOTAL"	"G_WHOLE"	"G_REFINED"	"PF_TOTAL"	"PF_MPS_TOTAL"	"PF_MEAT"	"PF_CUREDMEAT"	"PF_POULT"	"PF_SEAFD_HI"	"PF_SEAFD_LOW"	"PF_EGGS"	"PF_SOY"	"PF_NUTSDS"	"PF_LEGUMES"	"D_TOTAL"	"D_MILK"	"D_YOGURT"	"D_CHEESE"	"OILS"	"SOLID_FATS"	"ADD_SUGARS"	"A_DRINKS"
1	0.408799168533803	0.912282862811278	0.592415351568132	-0.0514937448040721	0.494224330480753	-0.232955633571661	-0.176364125283966	-0.125277364514287	-0.08181279852876	-0.0697560711990448	-0.109050166193899	-0.139297195617295	0.445457052598911	0.032560389642573	0.409678320139258	-0.0625342142580853	-0.360877028934629	-0.42431217113796	-0.122438959340572	-0.215108012409385	-0.143862343410226	-0.308873830371829	-0.117281431517234	-0.211892464670602	-0.239930596436091	0.408774369358926	0.434752815474753	0.052869424777951	0.0546464550909472	0.208189499459673	-0.144853187832096	-0.161565918270771	-0.085410301917633	0.0300249357077465	-0.0920931205998649
0.408799168533803	1	0.0519535093763126	-0.0907780268225966	-0.161428407419948	0.294494106705013	-0.105731408886919	-0.216772040011929	0.338109063613939	-0.180334281685696	-0.170694508344379	-0.0754901247832295	-0.152303320461837	0.454941913501938	-0.0040867920762094	0.579039254214148	-0.136738701099607	-0.400230368667255	-0.40859769003836	-0.0992002486836696	-0.143423210636732	-0.191511261221243	-0.279330668134003	-0.161162410083484	-0.242418828000318	-0.142549552785853	0.136714596990185	0.457049456544382	-0.116539997475722	-0.0733326291452106	0.28738443971871	-0.177293091323304	-0.298972428131132	-0.208176890193153	0.104344875629937	-0.189615966470533
0.912282862811278	0.0519535093763126	1	0.518041599872175	0.0471336084283654	0.450506755304816	-0.200511089502888	-0.0978406260804507	-0.263709178788804	0.0307468218035154	0.0412553163255106	-0.105436045569409	-0.0983996498053673	0.299073483073746	0.0661914698448109	0.209430573805093	0.0158432796138192	-0.210486395735922	-0.271221127866323	-0.0417655764783573	-0.150206994616899	-0.0871886912076075	-0.216282346293173	-0.0688866846435614	-0.114299597253379	-0.186610081023168	0.352405047938107	0.285897408011171	0.134010965286641	0.160964495114411	0.0627368062159998	-0.0799552882665147	-0.0616457507684068	0.0393611835499205	0.0348781015647359	0.0269311653912079
0.592415351568132	-0.0907780268225966	0.518041599872175	1	-0.111341124005031	0.135110292088525	-0.16106982971621	-0.0716221825385565	-0.231979510836233	-0.156696199008166	-0.155972116292459	0.00890261753854931	-0.0167712727048825	0.162214631205438	-0.0757004362474247	0.0976777600887455	-0.0954504923306195	-0.185831555541049	-0.243801629385367	-0.227433722840726	-0.189621273281764	-0.00791761059880921	-0.144070900060912	-0.00530288987932564	-0.128156703615297	-0.176178358133895	0.364621924907678	0.156403607614011	-0.0248209785379385	-0.18350359448977	0.211002350096312	-0.0614953154042043	0.0111585946580777	-0.154216033294777	-0.166105933391304	-0.173097422149028
-0.0514937448040721	-0.161428407419948	0.0471336084283654	-0.111341124005031	1	0.351673191062019	0.374884490150212	0.378826874720221	-0.0728656010941328	0.572905148999349	0.565703725096692	0.0117870206679013	0.587864789100409	0.139289463612263	-0.473504278983173	-0.0166296763562434	-0.453108218196934	0.139820954616512	0.0595958258407379	-0.0531607428472594	0.0196041898140538	0.0688942588534884	0.135773626806587	-0.0947198940377853	0.0847554122210413	0.265387763847705	0.0987903799178225	0.138969816964222	-0.218105035532292	0.150621005720697	-0.167888302555519	-0.320750343082185	0.463532264957613	-0.236570635625094	-0.333554064294575	-0.328495820989467
0.494224330480753	0.294494106705013	0.450506755304816	0.135110292088525	0.351673191062019	1	-0.273552590066572	-0.320381575248432	0.180137572108393	-0.0542390371656356	-0.0469683360025853	-0.0652626336417837	0.190146858979619	0.18519302951584	-0.444283650470238	0.343995323863776	-0.507615501015861	-0.124763176679442	-0.258220078709266	-0.22523632495332	-0.070380880829722	-0.179611158478249	-0.0716548761796711	-0.116823547923192	0.131194057200313	0.0656538560869601	0.229424789518591	0.178317953302807	0.0400716848233511	0.274754148968932	0.140570093402117	-0.32535279458058	0.132547550346053	-0.407059481502932	-0.165649628017403	-0.512322379181611
-0.232955633571661	-0.105731408886919	-0.200511089502888	-0.16106982971621	0.374884490150212	-0.273552590066572	1	0.93818584617735	0.0145774245135274	0.421641263988858	0.419533874287879	-0.022407257893503	-0.0671335073227231	0.233952379978986	0.209550089480795	0.12043635248016	0.17459108993817	-0.361287606120575	-0.358161578359421	0.104865796886949	-0.143843305600088	-0.224254475022556	-0.374705624257298	-0.0425263141137707	-0.13454528917595	0.140909920846602	-0.209014092855559	0.237195666623886	-0.0151148442439605	-0.0738355368731732	-0.00351263867750638	0.116494261924013	0.297321464567625	0.082027838405635	0.108637165042963	0.127842077673438
-0.176364125283966	-0.216772040011929	-0.0978406260804507	-0.0716221825385565	0.378826874720221	-0.320381575248432	0.93818584617735	1	-0.33241882526885	0.472689689380969	0.47272704270984	-0.0484843319031106	-0.0698378504478385	0.185700861304247	0.23024956619517	-0.0285127234539816	0.228725174304881	-0.330898141846256	-0.290377544379906	0.156402988078253	-0.0727111893031853	-0.121097752519605	-0.295925988036879	-0.163021416011665	-0.214725123231681	0.0317266826526596	-0.161879194180483	0.185930383661132	0.0720570860983299	-0.0432941771861351	-0.0806931316674853	0.21145670121691	0.338152948606573	0.189099798496501	0.155025263130644	0.218939357202391
-0.125277364514287	0.338109063613939	-0.263709178788804	-0.231979510836233	-0.0728656010941328	0.180137572108393	0.0145774245135274	-0.33241882526885	1	-0.216611474345292	-0.222461543441697	0.0790050791206536	0.0188213762410159	0.10102164082976	-0.0941598547255063	0.410528589918497	-0.185011675417965	-0.028540775191645	-0.137077525021519	-0.166075672131924	-0.181895213235953	-0.261220209873149	-0.166128189708794	0.35505585745133	0.253684643510517	0.292296996544124	-0.10188559620283	0.109195833168829	-0.249340530571229	-0.0761185785862285	0.223532323044079	-0.293427940455403	-0.166710039072366	-0.322757378796989	-0.151819616778855	-0.284123321501878
-0.08181279852876	-0.180334281685696	0.0307468218035154	-0.156696199008166	0.572905148999349	-0.0542390371656356	0.421641263988858	0.472689689380969	-0.216611474345292	1	0.994724179962044	-0.0504388286320218	-0.251392413577502	-0.157255173471064	-0.00701892115825499	-0.18743763871105	0.0362132383526203	-0.0978784932416828	-0.0866398076781968	0.248531142724709	-0.0726978482190593	0.0243952221765637	-0.197408342800955	-0.0395908234454938	-0.233769392396133	0.389599366819958	-0.153862226533446	-0.155935623364303	0.00460493114591797	0.195532260739053	-0.105801470879273	-0.0322431196475515	0.19498227818318	0.169862460095673	0.0646055083802688	0.258776302933052
