"F_CITMLB"	"F_OTHER"	"F_JUICE"	"F_TOTAL"	"V_DRKGR"	"V_REDOR_TOMATO"	"V_REDOR_OTHER"	"V_REDOR_TOTAL"	"V_STARCHY_POTATO"	"V_STARCHY_OTHER"	"V_STARCHY_TOTAL"	"V_OTHER"	"V_TOTAL"	"V_LEGUMES"	"G_WHOLE"	"G_REFINED"	"G_TOTAL"	"PF_MEAT"	"PF_CUREDMEAT"	"PF_ORGAN"	"PF_POULT"	"PF_SEAFD_HI"	"PF_SEAFD_LOW"	"PF_MPS_TOTAL"	"PF_EGGS"	"PF_SOY"	"PF_NUTSDS"	"PF_LEGUMES"	"PF_TOTAL"	"D_MILK"	"D_YOGURT"	"D_CHEESE"	"D_TOTAL"	"OILS"	"SOLID_FATS"	"ADD_SUGARS"	"A_DRINKS"
1	-0.0835191486198484	-0.0194336388200535	0.443559589247427	-0.0177891832159078	0.177640545708156	-0.0234325711957008	0.107605924881578	-0.142755752801936	-0.0241681779073435	-0.140226078654042	0.106745505119016	0.0104760804832846	-0.0834719371973146	0.0492251620381709	-0.0205927403761908	-0.00214741128147345	-0.0648214260121707	-0.19861579597424	-0.0529896406192754	0.00378312054126342	-0.0910422032820747	-0.0451977708864308	-0.172739781146749	0.0731622248397257	-0.0202924751404396	0.0766407485917291	-0.0823764483406091	-0.0954566695073262	0.150210795711356	0.259446911077604	-0.0155645573055339	0.190318751122307	-0.0228343229623468	-0.0338221336604008	0.275141874308087	-0.12052125500891
-0.0835191486198484	1	-0.00906358529550036	0.678737031319653	0.190266159643276	0.0990598991051967	0.303041455438755	0.288134743314328	-0.0432559347252553	0.00642733195530288	-0.0368495496549385	0.0321499883733844	0.198147677123781	-0.0310360814607096	0.0422653293181717	-0.0775865717908554	-0.0617519801754166	-0.119646357414511	-0.157846882076253	-0.00718425899872299	0.0227669070277455	0.407554877480333	-0.0104215212063627	0.041426337967692	0.00118558708396929	-0.0757281711890116	-0.196726687434139	-0.029967117310993	-0.0662054676049491	0.213063519634454	-0.0538672689870584	-0.171141197618181	-0.00709620659347755	-0.184323880147824	-0.135712181938888	-0.117010095059654	-0.07233319350515
-0.0194336388200535	-0.00906358529550036	1	0.519558900217722	-0.136109366738083	0.0577284160354599	0.0316974782771254	0.0633400365380374	-0.0524990208961757	-0.0986659641585016	-0.0883920271873216	-0.187244732052991	-0.178749221187719	-0.0534260271325421	-0.0248050700658593	0.23410412344793	0.224819822133401	-0.144503608045186	0.0562550249694057	0.0981207097381776	0.0479612331156608	-0.109599700731595	0.0062146759317332	-0.0750096477111579	0.0871929492403159	-0.0996224849960821	-0.134399381318669	-0.0546052739682569	-0.120325265399959	0.0419895673751996	0.0414794084298798	0.0590568168669663	0.0658023763989016	0.0530990132359503	0.114772860094001	0.0548316884462906	-0.0725764161036757
0.443559589247427	0.678737031319653	0.519558900217722	1	0.056113777436067	0.194350755137312	0.225118659228611	0.298693337919942	-0.13304706059192	-0.0606678710817006	-0.146334283729638	-0.0220930908353835	0.0535262045078179	-0.0941542151011849	0.0427443725933997	0.0585427851457793	0.0745632697943723	-0.197768918140592	-0.18674761490099	0.0201153224415121	0.0442032196262313	0.190504026917197	-0.0275016928374165	-0.0990192247177948	0.0852634402984816	-0.118878591893614	-0.175551393778147	-0.0934459683037695	-0.161743486612417	0.254628159735503	0.116627647556729	-0.100695276442669	0.128073576650605	-0.117209297466385	-0.0544777894083057	0.0859856911152518	-0.153495193291677
-0.0177891832159078	0.190266159643276	-0.136109366738083	0.056113777436067	1	-0.0795401576316471	0.132525142789757	0.0398872384996519	-0.0839831562425045	-0.0116520912064444	-0.0814424647190417	0.23140339787087	0.590722615524602	-0.04832274128065	-0.0154360084682356	-0.248072723592276	-0.253868739873388	0.258569939826028	-0.0873105422733768	-0.0769813437356973	-0.142103991188178	0.479890240983389	-0.0519874876770065	0.20774379095351	0.0497164692267758	-0.0403907514189712	0.109306266323565	-0.0477983734836261	0.221057350424159	-0.18554112904959	-0.0306646842750565	-0.0914909797653299	-0.192721920866129	0.0629672453471362	-0.127224725302473	-0.136197014995913	-0.0935105085715319
0.177640545708156	0.0990598991051967	0.0577284160354599	0.194350755137312	-0.0795401576316471	1	-0.0120088964351008	0.692281170184829	-0.0110723543570733	-0.037954596895252	-0.0256747341889375	0.320849899886257	0.350284449717836	0.140796451523436	-0.0240722502111048	0.233974624597994	0.224964892708723	-0.0652354521625754	-0.0731234859222488	-0.0499948154440503	-0.0300926157385654	-0.0560833106490971	0.0896840504830079	-0.0656294178163335	0.121621371090096	-0.033839811250501	-0.00270036225453414	0.146664737749885	-0.0365404413389542	0.0391935767070856	-0.011161454846649	0.197088724999273	0.141430001509085	0.0631226942518292	0.255241707107875	0.127527310855328	0.124755812525064
-0.0234325711957008	0.303041455438755	0.0316974782771254	0.225118659228611	0.132525142789757	-0.0120088964351008	1	0.713262300035405	-0.0642671346267461	-0.0408874984361034	-0.0754360557672413	0.0784635121937596	0.326080346472336	0.0582673301467996	0.181867224187157	-0.266928734185957	-0.198789574824693	-0.0622363265377308	0.135838518343108	-0.0405167469536512	-0.0360547994317041	0.284261400220205	0.112332227407692	0.161628871875577	-0.0482253941436229	-0.0457847854530085	-0.0069338847068263	0.0601897676263869	0.11173192184787	-0.0324460015846471	0.0514657709005174	-0.195408863717091	-0.143343492057355	-0.0388395257638469	-0.12827631611293	-0.0983266197140236	0.0635287041816259
0.107605924881578	0.288134743314328	0.0633400365380374	0.298693337919942	0.0398872384996519	0.692281170184829	0.713262300035405	1	-0.0541414417348202	-0.0561118754249841	-0.0724373330067968	0.281524555580314	0.480856731461867	0.140741317344828	0.114376532184971	-0.0286331180422636	0.0142261929914198	-0.090641349849152	0.046776186661158	-0.0642838756237971	-0.047113375649271	0.165834271050882	0.143931744998941	0.070641516823874	0.0504469282977847	-0.0567618993362774	-0.00689685812906955	0.146242063873768	0.0550217430664671	0.00405702191665274	0.0293182162027307	-0.00287375274402016	-0.00431307703325122	0.0162160050588532	0.0863366600335994	0.0184296355760416	0.133294695473329
-0.142755752801936	-0.0432559347252553	-0.0524990208961757	-0.13304706059192	-0.0839831562425045	-0.0110723543570733	-0.0642671346267461	-0.0541414417348202	1	-0.00201526365934298	0.912014191025585	-0.0560251644668757	0.367115970444571	-0.0926284593784141	-0.00824440555858584	0.0284226961502393	0.0253345850024378	0.0584784180675711	0.075030718139849	0.0114130829785436	0.11296845942097	0.141767720280925	-0.105951800116357	0.133907106808203	-0.155142060821099	0.0374167804725601	0.00670563766631362	-0.0907059563377212	0.0879929650098485	-0.0613378027399961	-0.0574105249952905	0.0170756308268968	-0.0529804718668446	0.390774623914905	0.105965353576871	0.135416604038624	0.120323290349036
-0.0241681779073435	0.00642733195530288	-0.0986659641585016	-0.0606678710817006	-0.0116520912064444	-0.037954596895252	-0.0408874984361034	-0.0561118754249841	-0.00201526365934298	1	0.408319864641462	0.0307510167715274	0.192334724298998	-0.0927507858620743	0.0628234940947737	-0.0413092535046004	-0.0177691552794453	-0.0369210482730756	0.00947675909797622	-0.0585609558570783	0.0991955882987117	-0.0907367246544542	0.0226295503051057	0.00845024016421966	0.158205204667434	-0.07613094100034	0.062228330624723	-0.0917729797896819	0.0530351575773522	0.0530180651574648	-0.0735198112762748	-0.0861318600862756	-0.0290610154924286	-0.0167976418009005	0.0239509348068669	0.0470009046802464	-0.0404404854446892
