FoodCodes	drxfcsd	Main.food.description	Old.Main.food.description	ModCode	FoodID
13110320	ICE CREAM, NO SUGAR ADDED, FLAVORS OTHER THAN CHOCOLATE	Ice_cream_no_sugar_added_flavors_other_than_chocolate	Ice cream, no sugar added, flavors other than chocolate	0	13110320.0
13120100	ICE CREAM BAR/STICK, CHOCOLATE COVERED	Ice_cream_bar_or_stick_chocolate_covered	Ice cream bar or stick, chocolate covered	0	13120100.0
13120300	ICE CREAM BAR, CAKE-COVERED	Ice_cream_bar_cake_covered	Ice cream bar, cake covered	0	13120300.0
13120500	ICE CREAM SANDWICH	Ice_cream_sandwich	Ice cream sandwich	0	13120500.0
13120770	ICE CREAM CONE, NO TOPPING, CHOCOLATE ICE CREAM	Ice_cream_cone_no_topping_chocolate_ice_cream	Ice cream cone, no topping, chocolate ice cream	0	13120770.0
13130620	LIGHT ICE CREAM,SOFT SERVE CONE,NOT CHOC (DAIRY QUEEN)	Light_ice_cream_soft_serve_cone_flavors_other_than_chocolate_formerly_ice_milk_	Light ice cream, soft serve cone, flavors other than chocolate (formerly ice milk)	0	13130620.0
13140900	LIGHT ICE CREAM,FUDGESICLE (FORMERLY ICE MILK)	Light_ice_cream_fudgesicle_formerly_ice_milk_	Light ice cream, fudgesicle (formerly ice milk)	0	13140900.0
13150000	SHERBET, ALL FLAVORS	Sherbet_all_flavors	Sherbet, all flavors	0	13150000.0
13411000	WHITE SAUCE, MILK SAUCE	White_sauce_milk_sauce	White sauce, milk sauce	0	13411000.0
14010000	CHEESE, NFS	Cheese_NFS	Cheese, NFS	0	14010000.0
14101010	CHEESE, BLUE OR ROQUEFORT	Cheese_Blue_or_Roquefort	Cheese, Blue or Roquefort	0	14101010.0
14104200	CHEESE, COLBY	Cheese_Colby	Cheese, Colby	0	14104200.0
14105010	CHEESE, GOUDA OR EDAM	Cheese_Gouda_or_Edam	Cheese, Gouda or Edam	0	14105010.0
14106200	CHEESE, MONTEREY	Cheese_Monterey	Cheese, Monterey	0	14106200.0
14107010	CHEESE, MOZZARELLA, NFS (INCLUDE PIZZA CHEESE)	Cheese_Mozzarella_NFS	Cheese, Mozzarella, NFS	0	14107010.0
14107030	CHEESE, MOZZARELLA, PART SKIM (INCL LOWFAT)	Cheese_Mozzarella_part_skim	Cheese, Mozzarella, part skim	0	14107030.0
14107200	CHEESE, MUENSTER	Cheese_Muenster	Cheese, Muenster	0	14107200.0
14108010	CHEESE, PARMESAN, DRY, GRATED (INCLUDE ROMANO)	Cheese_Parmesan_dry_grated	Cheese, Parmesan, dry grated	0	14108010.0
14108020	CHEESE, PARMESAN, HARD (INCLUDE ROMANO)	Cheese_Parmesan_hard	Cheese, Parmesan, hard	0	14108020.0
14108400	CHEESE, PROVOLONE	Cheese_Provolone	Cheese, Provolone	0	14108400.0
14109010	CHEESE, SWISS	Cheese_Swiss	Cheese, Swiss	0	14109010.0
14131500	QUESO ASADERO (INCL OAXACAN-STYLE STRING CHEESE)	Queso_Asadero	Queso Asadero	0	14131500.0
14133000	QUESO FRESCO (HISPANIC-STYLE FARMER CHEESE)	Queso_Fresco	Queso Fresco	0	14133000.0
14201010	CHEESE, COTTAGE, CREAMED	Cheese_cottage_creamed_large_or_small_curd	Cheese, cottage, creamed, large or small curd	0	14201010.0
14203510	P.R. WHITE CHEESE (QUESO DEL PAIS, BLANCO)	Puerto_Rican_white_cheese_queso_del_pais_blanco_	Puerto Rican white cheese (queso del pais, blanco)	0	14203510.0
14204010	CHEESE, COTTAGE, LOWFAT	Cheese_cottage_lowfat_1_2_fat_	Cheese, cottage, lowfat (1-2% fat)	0	14204010.0
14301010	CHEESE, CREAM	Cheese_cream	Cheese, cream	0	14301010.0
14303010	CHEESE, CREAM, LIGHT/LITE (FORMERLY CALLED CR CHEESE LOWFAT)	Cheese_cream_light_or_lite_formerly_called_Cream_Cheese_Lowfat_	Cheese, cream, light or lite (formerly called Cream Cheese Lowfat)	0	14303010.0
14410330	CHEESE, PROC CHEESE PRODUCT, AMER/CHED, RED FAT	Cheese_processed_cheese_product_American_or_Cheddar_type_reduced_fat	Cheese, processed cheese product, American or Cheddar type, reduced fat	0	14410330.0
14420100	CHEESE SPREAD, AMERICAN OR CHEDDAR CHEESE BASE	Cheese_spread_American_or_Cheddar_cheese_base	Cheese spread, American or Cheddar cheese base	0	14420100.0
14420200	CHEESE SPRD, CREAM CHEESE, REG	Cheese_spread_cream_cheese_regular	Cheese spread, cream cheese, regular	0	14420200.0
14420300	CHEESE SPREAD, PRESSURIZED CAN	Cheese_spread_pressurized_can	Cheese spread, pressurized can	0	14420300.0
14620150	DIP, CHEESE W/ CHILI PEPPER (CHILI CON QUESO)	Dip_cheese_with_chili_pepper_chili_con_queso_	Dip, cheese with chili pepper (chili con queso)	0	14620150.0
14620200	DIP, CHEESE BASE OTHER THAN CREAM CHEESE	Dip_cheese_base_other_than_cream_cheese	Dip, cheese base other than cream cheese	0	14620200.0
14660200	CHEESE, NUGGETS, FRIED (INCL BANQUET BRAND)	Cheese_nuggets_or_pieces_breaded_baked_or_fried	Cheese, nuggets or pieces, breaded, baked, or fried	0	14660200.0
21000100	BEEF, NS AS TO CUT, COOKED, NS AS TO FAT	Beef_NS_as_to_cut_cooked_NS_as_to_fat_eaten	Beef, NS as to cut, cooked, NS as to fat eaten	0	21000100.0
21003000	BEEF, NS AS TO CUT, FRIED, NS AS TO FAT EATEN	Beef_NS_as_to_cut_fried_NS_to_fat_eaten	Beef, NS as to cut, fried, NS to fat eaten	0	21003000.0
21101110	BEEF STEAK, BROILED OR BAKED, NS AS TO FAT	Beef_steak_broiled_or_baked_NS_as_to_fat_eaten	Beef steak, broiled or baked, NS as to fat eaten	0	21101110.0
21101120	BEEF STEAK, BROILED OR BAKED, LEAN  FAT	Beef_steak_broiled_or_baked_lean_and_fat_eaten	Beef steak, broiled or baked, lean and fat eaten	0	21101120.0
21101130	BEEF STEAK, BROILED OR BAKED, LEAN ONLY	Beef_steak_broiled_or_baked_lean_only_eaten	Beef steak, broiled or baked, lean only eaten	0	21101130.0
21102120	BEEF STEAK, FRIED, LEAN  FAT	Beef_steak_fried_lean_and_fat_eaten	Beef steak, fried, lean and fat eaten	0	21102120.0
21102130	BEEF STEAK, FRIED, LEAN ONLY	Beef_steak_fried_lean_only_eaten	Beef steak, fried, lean only eaten	0	21102130.0
21103130	BEEF STEAK, BREADED/FLOURED, BAKED/FRIED, LEAN ONLY	Beef_steak_breaded_or_floured_baked_or_fried_lean_only_eaten	Beef steak, breaded or floured, baked or fried, lean only eaten	0	21103130.0
21301000	BEEF, OXTAILS, COOKED	Beef_oxtails_cooked	Beef, oxtails, cooked	0	21301000.0
21304120	BEEF, SHORTRIBS, COOKED, LEAN ONLY	Beef_shortribs_cooked_lean_only_eaten	Beef, shortribs, cooked, lean only eaten	0	21304120.0
21304220	BEEF, SHORTRIBS, BBQ, W/ SAUCE, LEAN ONLY	Beef_shortribs_barbecued_with_sauce_lean_only_eaten	Beef, shortribs, barbecued, with sauce, lean only eaten	0	21304220.0
21401000	BEEF, ROAST, ROASTED, NS AS TO FAT	Beef_roast_roasted_NS_as_to_fat_eaten	Beef, roast, roasted, NS as to fat eaten	0	21401000.0
21401110	BEEF, ROAST, ROASTED, LEAN  FAT	Beef_roast_roasted_lean_and_fat_eaten	Beef, roast, roasted, lean and fat eaten	0	21401110.0
21410000	BEEF, STEW MEAT, COOKED, NS AS TO FAT	Beef_stew_meat_cooked_NS_as_to_fat_eaten	Beef, stew meat, cooked, NS as to fat eaten	0	21410000.0
21416000	CORNED BEEF, COOKED, NS AS TO FAT	Corned_beef_cooked_NS_as_to_fat_eaten	Corned beef, cooked, NS as to fat eaten	0	21416000.0
21416150	CORNED BEEF, CANNED, READY TO EAT	Corned_beef_canned_ready_to_eat	Corned beef, canned, ready-to-eat	0	21416150.0
21500100	GROUND BEEF OR PATTY, NS AS TO %LEAN	Ground_beef_or_patty_cooked_NS_as_to_percent_lean_formerly_NS_as_to_regular_lean_or_extra_lean_	Ground beef or patty, cooked, NS as to percent lean (formerly NS as to regular, lean, or extra lean)	0	21500100.0
22000100	PORK, NS AS TO CUT, COOKED, NS AS TO FAT EATEN	Pork_NS_as_to_cut_cooked_NS_as_to_fat_eaten	Pork, NS as to cut, cooked, NS as to fat eaten	0	22000100.0
22002000	PORK, GROUND OR PATTY, COOKED	Pork_ground_or_patty_cooked	Pork, ground or patty, cooked	0	22002000.0
22101000	PORK CHOP, NS AS TO COOKING METHOD, NS AS TO FAT	Pork_chop_NS_as_to_cooking_method_NS_as_to_fat_eaten	Pork chop, NS as to cooking method, NS as to fat eaten	0	22101000.0
22101110	PORK CHOP, BROILED OR BAKED, LEAN  FAT	Pork_chop_broiled_or_baked_lean_and_fat_eaten	Pork chop, broiled or baked, lean and fat eaten	0	22101110.0
22101120	PORK CHOP, BROILED OR BAKED, LEAN ONLY	Pork_chop_broiled_or_baked_lean_only_eaten	Pork chop, broiled or baked, lean only eaten	0	22101120.0
22101210	PORK CHOP, FRIED, LEAN  FAT	Pork_chop_fried_lean_and_fat_eaten	Pork chop, fried, lean and fat eaten	0	22101210.0
22101220	PORK CHOP, FRIED, LEAN ONLY	Pork_chop_fried_lean_only_eaten	Pork chop, fried, lean only eaten	0	22101220.0
22101300	PORK CHOP, BREADED, FRIED, NS AS TO FAT	Pork_chop_breaded_or_floured_fried_NS_as_to_fat_eaten	Pork chop, breaded or floured, fried, NS as to fat eaten	0	22101300.0
22101520	PORK CHOP, STEWED, LEAN ONLY EATEN	Pork_chop_stewed_lean_only_eaten	Pork chop, stewed, lean only eaten	0	22101520.0
22107020	PORK CHOP, SMOKED OR CURED, COOKED, LEAN ONLY	Pork_chop_smoked_or_cured_cooked_lean_only_eaten	Pork chop, smoked or cured, cooked, lean only eaten	0	22107020.0
22201420	PORK STEAK OR CUTLET, BREADED, FRIED, LEAN ONLY	Pork_steak_or_cutlet_breaded_or_floured_fried_lean_only_eaten	Pork steak or cutlet, breaded or floured, fried, lean only eaten	0	22201420.0
22210310	PORK, TENDERLOIN, BREADED, FRIED	Pork_tenderloin_breaded_fried	Pork, tenderloin, breaded, fried	0	22210310.0
22311000	HAM, SMOKED OR CURED, COOKED, NS AS TO FAT	Ham_smoked_or_cured_cooked_NS_as_to_fat_eaten	Ham, smoked or cured, cooked, NS as to fat eaten	0	22311000.0
22311020	HAM, SMOKED OR CURED, COOKED, LEAN ONLY	Ham_smoked_or_cured_cooked_lean_only_eaten	Ham, smoked or cured, cooked, lean only eaten	0	22311020.0
22321110	HAM, SMOKED OR CURED, GROUND PATTY	Ham_smoked_or_cured_ground_patty	Ham, smoked or cured, ground patty	0	22321110.0
22400110	PORK ROAST, NS AS TO CUT, COOKED, LEAN  FAT	Pork_roast_NS_as_to_cut_cooked_lean_and_fat_eaten	Pork roast, NS as to cut, cooked, lean and fat eaten	0	22400110.0
22400120	PORK ROAST, NS AS TO CUT, COOKED, LEAN ONLY	Pork_roast_NS_as_to_cut_cooked_lean_only_eaten	Pork roast, NS as to cut, cooked, lean only eaten	0	22400120.0
22600100	BACON, NS AS TO TYPE OF MEAT, COOKED	Bacon_NS_as_to_type_of_meat_cooked	Bacon, NS as to type of meat, cooked	0	22600100.0
22600200	PORK BACON, NS AS TO FRESH/SMOKED/CURED, COOKED	Pork_bacon_NS_as_to_fresh_smoked_or_cured_cooked	Pork bacon, NS as to fresh, smoked or cured, cooked	0	22600200.0
22701010	PORK, SPARERIBS, COOKED, LEAN  FAT	Pork_spareribs_cooked_lean_and_fat_eaten	Pork, spareribs, cooked, lean and fat eaten	0	22701010.0
22701020	PORK, SPARERIBS, COOKED, LEAN ONLY	Pork_spareribs_cooked_lean_only_eaten	Pork, spareribs, cooked, lean only eaten	0	22701020.0
22701050	PORK, SPARERIBS, BBQ, W/ SAUCE, LEAN ONLY EATEN	Pork_spareribs_barbecued_with_sauce_lean_only_eaten	Pork, spareribs, barbecued, with sauce, lean only eaten	0	22701050.0
22709010	PORK SKIN, RINDS, DEEP-FRIED	Pork_skin_rinds_deep_fried	Pork skin, rinds, deep-fried	0	22709010.0
23110050	LAMB, RIBS, COOKED, LEAN  FAT	Lamb_ribs_cooked_lean_and_fat_eaten	Lamb, ribs, cooked, lean and fat eaten	0	23110050.0
24100000	CHICKEN, NS AS TO PART, NS METHOD, SKIN	Chicken_NS_as_to_part_and_cooking_method_NS_as_to_skin_eaten	Chicken, NS as to part and cooking method, NS as to skin eaten	0	24100000.0
24100020	CHICKEN, NS AS TO PART, NS METHOD, W/O SKIN	Chicken_NS_as_to_part_and_cooking_method_skin_not_eaten	Chicken, NS as to part and cooking method, skin not eaten	0	24100020.0
24102000	CHICKEN, NS PART, ROASTED/BROILED/BAKED, NS SKIN	Chicken_NS_as_to_part_roasted_broiled_or_baked_NS_as_to_skin_eaten	Chicken, NS as to part, roasted, broiled, or baked, NS as to skin eaten	0	24102000.0
24120120	CHICKEN, BREAST, NS AS TO COOKING METHOD, W/O SKIN	Chicken_breast_NS_as_to_cooking_method_skin_not_eaten	Chicken, breast, NS as to cooking method, skin not eaten	0	24120120.0
24123120	CHICKEN, BREAST, STEWED, W/O SKIN	Chicken_breast_stewed_skin_not_eaten	Chicken, breast, stewed, skin not eaten	0	24123120.0
24140210	CHICKEN, DRUMSTICK, NS AS TO COOKING METHOD,W/ SKIN	Chicken_drumstick_NS_as_to_cooking_method_skin_eaten	Chicken, drumstick, NS as to cooking method, skin eaten	0	24140210.0
24143210	CHICKEN, DRUMSTICK, STEWED, W/ SKIN	Chicken_drumstick_stewed_skin_eaten	Chicken, drumstick, stewed, skin eaten	0	24143210.0
24143220	CHICKEN, DRUMSTICK, STEWED, W/O SKIN	Chicken_drumstick_stewed_skin_not_eaten	Chicken, drumstick, stewed, skin not eaten	0	24143220.0
24153210	CHICKEN, THIGH, STEWED, W/ SKIN	Chicken_thigh_stewed_skin_eaten	Chicken, thigh, stewed, skin eaten	0	24153210.0
24153220	CHICKEN, THIGH, STEWED, W/O SKIN	Chicken_thigh_stewed_skin_not_eaten	Chicken, thigh, stewed, skin not eaten	0	24153220.0
24198500	CHICKEN FEET	Chicken_feet	Chicken feet	0	24198500.0
24198720	CHICKEN, GROUND	Chicken_ground	Chicken, ground	0	24198720.0
24201000	TURKEY, NFS	Turkey_NFS	Turkey, NFS	0	24201000.0
24201120	TURKEY, LIGHT MEAT, ROASTED, W/O SKIN	Turkey_light_meat_roasted_skin_not_eaten	Turkey, light meat, roasted, skin not eaten	0	24201120.0
24201410	TURKEY, LIGHT/DARK MEAT, STEWED, W/O SKIN	Turkey_light_or_dark_meat_stewed_skin_not_eaten	Turkey, light or dark meat, stewed, skin not eaten	0	24201410.0
24202500	TURKEY, THIGH, COOKED, W/O SKIN	Turkey_thigh_cooked_skin_not_eaten	Turkey, thigh, cooked, skin not eaten	0	24202500.0
24208500	TURKEY BACON, COOKED	Turkey_bacon_cooked	Turkey bacon, cooked	0	24208500.0
25210210	FRANKFURTER OR HOT DOG, BEEF	Frankfurter_or_hot_dog_beef	Frankfurter or hot dog, beef	0	25210210.0
25220350	BRATWURST, PORK, COOKED	Bratwurst_pork_cooked	Bratwurst, pork, cooked	0	25220350.0
25220410	BOLOGNA, NFS	Bologna_NFS	Bologna, NFS	0	25220410.0
25220710	CHORIZOS	Chorizos	Chorizos	0	25220710.0
25221400	SAUSAGE (NOT COLD CUT), NFS	Sausage_not_cold_cut_NFS	Sausage (not cold cut), NFS	0	25221400.0
25221500	SALAMI, NFS	Salami_NFS	Salami, NFS	0	25221500.0
25230210	HAM, SLICED, PREPACKAGED OR DELI, LUNCHEON MEAT	Ham_sliced_prepackaged_or_deli_luncheon_meat	Ham, sliced, prepackaged or deli, luncheon meat	0	25230210.0
25230220	HAM, SLICED, LOW SALT, PREPACKAGED/DELI, LUNCH MEAT	Ham_sliced_low_salt_prepackaged_or_deli_luncheon_meat	Ham, sliced, low salt, prepackaged or deli, luncheon meat	0	25230220.0
25230800	TURKEY HAM	Turkey_ham	Turkey ham	0	25230800.0
25231110	BEEF, SLICED, PREPACKAGED/DELI, LUNCHEON MEAT	Beef_sliced_prepackaged_or_deli_luncheon_meat	Beef, sliced, prepackaged or deli, luncheon meat	0	25231110.0
26100110	FISH, COOKED, NS AS TO TYPE  COOKING METHOD	Fish_NS_as_to_type_cooked_NS_as_to_cooking_method	Fish, NS as to type, cooked, NS as to cooking method	0	26100110.0
26105140	CARP, FLOURED OR BREADED, FRIED	Carp_floured_or_breaded_fried	Carp, floured or breaded, fried	0	26105140.0
26107110	CATFISH, COOKED, NS AS TO COOKING METHOD	Catfish_cooked_NS_as_to_cooking_method	Catfish, cooked, NS as to cooking method	0	26107110.0
26107140	CATFISH, FLOURED OR BREADED, FRIED	Catfish_floured_or_breaded_fried	Catfish, floured or breaded, fried	0	26107140.0
26109120	COD, BAKED OR BROILED	Cod_baked_or_broiled	Cod, baked or broiled	0	26109120.0
26109140	COD, FLOURED OR BREADED, FRIED	Cod_floured_or_breaded_fried	Cod, floured or breaded, fried	0	26109140.0
26109160	COD, STEAMED OR POACHED	Cod_steamed_or_poached	Cod, steamed or poached	0	26109160.0
26117120	HADDOCK, BAKED OR BROILED	Haddock_baked_or_broiled	Haddock, baked or broiled	0	26117120.0
26133130	PORGY, BREADED OR BATTERED, BAKED	Porgy_breaded_or_battered_baked	Porgy, breaded or battered, baked	0	26133130.0
26137120	SALMON, BAKED OR BROILED	Salmon_baked_or_broiled	Salmon, baked or broiled	0	26137120.0
26137190	SALMON, SMOKED (INCLUDE LOX)	Salmon_smoked	Salmon, smoked	0	26137190.0
26153120	TUNA, FRESH, BAKED OR BROILED	Tuna_fresh_baked_or_broiled	Tuna, fresh, baked or broiled	0	26153120.0
26155110	TUNA, CANNED, NS AS TO OIL OR WATER PACK	Tuna_canned_NS_as_to_oil_or_water_pack	Tuna, canned, NS as to oil or water pack	0	26155110.0
26158010	TILAPIA, BAKED OR BROILED	Tilapia_baked_or_broiled	Tilapia, baked or broiled	0	26158010.0
26158030	TILAPIA, FLOURED OR BREADED, FRIED	Tilapia_floured_or_breaded_fried	Tilapia, floured or breaded, fried	0	26158030.0
26213140	SQUID, BREADED, FRIED	Squid_breaded_fried	Squid, breaded, fried	0	26213140.0
26305110	CRAB, COOKED, NS AS TO COOKING METHOD	Crab_cooked_NS_as_to_cooking_method	Crab, cooked, NS as to cooking method	0	26305110.0
26315140	OYSTERS, FLOURED OR BREADED, FRIED	Oysters_floured_or_breaded_fried	Oysters, floured or breaded, fried	0	26315140.0
26319110	SHRIMP, COOKED, NS AS TO COOKING METHOD	Shrimp_cooked_NS_as_to_cooking_method	Shrimp, cooked, NS as to cooking method	0	26319110.0
26319120	SHRIMP, BAKED OR BROILED (INCL SAUTEED; PRAWN)	Shrimp_baked_or_broiled	Shrimp, baked or broiled	0	26319120.0
26319130	SHRIMP, STEAMED OR BOILED	Shrimp_steamed_or_boiled	Shrimp, steamed or boiled	0	26319130.0
26319140	SHRIMP, BREADED OR BATTERED, FRIED	Shrimp_floured_breaded_or_battered_fried	Shrimp, floured, breaded, or battered, fried	0	26319140.0
26321110	SNAILS, COOKED, NS AS TO METHOD	Snails_cooked_NS_as_to_cooking_method	Snails, cooked, NS as to cooking method	0	26321110.0
27111310	MEXICAN BEEF STEW, NO POTATOES, W/ CHILI PEPPERS, TOMATO SCE	Mexican_style_beef_stew_no_potatoes_with_chili_peppers_tomato_based_sauce_mixture_Carne_guisada_con_chile_	Mexican style beef stew, no potatoes, with chili peppers, tomato-based sauce (mixture) (Carne guisada con chile)	0	27111310.0
27111420	CHILI CON CARNE W/O BEANS	Chili_con_carne_without_beans	Chili con carne without beans	0	27111420.0
27115000	BEEF W/ SOY-BASED SAUCE (MIXTURE)	Beef_with_soy_based_sauce_mixture_	Beef with soy-based sauce (mixture)	0	27115000.0
27120030	HAM/PORK W/ BARBECUE SAUCE	Ham_or_pork_with_barbecue_sauce_mixture_	Ham or pork with barbecue sauce (mixture)	0	27120030.0
27120100	HAM/PORK W/ TOMATO-BASED SAUCE (MIXTURE)	Ham_or_pork_with_tomato_based_sauce_mixture_	Ham or pork with tomato-based sauce (mixture)	0	27120100.0
27120120	SAUSAGE GRAVY	Sausage_gravy	Sausage gravy	0	27120120.0
27136080	VENISON/DEER W/ GRAVY	Venison_deer_with_gravy_mixture_	Venison/deer with gravy (mixture)	0	27136080.0
27141000	CHICKEN CACCIATORE (INCLUDE CHICKEN W/TOMATO SAUCE)	Chicken_or_turkey_cacciatore	Chicken or turkey cacciatore	0	27141000.0
27141050	STEWED CHICKEN W/ TOMATO SAUCE, MEXICAN STYLE	Stewed_chicken_with_tomato_based_sauce_Mexican_style_mixture_Pollo_guisado_con_tomate_	Stewed chicken with tomato-based sauce, Mexican style (mixture) (Pollo guisado con tomate)	0	27141050.0
27143000	CHICKEN OR TURKEY W/ CREAM SAUCE (MIXTURE)	Chicken_or_turkey_with_cream_sauce_mixture_	Chicken or turkey with cream sauce (mixture)	0	27143000.0
27145000	CHICKEN TERIYAKI	Chicken_or_turkey_teriyaki_chicken_or_turkey_with_soy_based_sauce_	Chicken or turkey teriyaki (chicken or turkey with soy-based sauce)	0	27145000.0
27146100	SWEET  SOUR CHICKEN	Sweet_and_sour_chicken_or_turkey	Sweet and sour chicken or turkey	0	27146100.0
27146150	CHICKEN CURRY	Chicken_curry	Chicken curry	0	27146150.0
27146350	LEMON CHICKEN, CHINESE STYLE	Lemon_chicken_Chinese_style	Lemon chicken, Chinese style	0	27146350.0
27150060	LOBSTER NEWBURG (INCLUDE LOBSTER THERMIDOR)	Lobster_newburg	Lobster newburg	0	27150060.0
