"BMXBMI"	"BMXWT"	"F_CITMLB"	"F_OTHER"	"F_JUICE"	"F_TOTAL"	"V_DRKGR"	"V_REDOR_TOMATO"	"V_REDOR_OTHER"	"V_REDOR_TOTAL"	"V_STARCHY_POTATO"	"V_STARCHY_OTHER"	"V_STARCHY_TOTAL"	"V_OTHER"	"V_TOTAL"	"V_LEGUMES"	"G_WHOLE"	"G_REFINED"	"G_TOTAL"	"PF_MEAT"	"PF_CUREDMEAT"	"PF_ORGAN"	"PF_POULT"	"PF_SEAFD_HI"	"PF_SEAFD_LOW"	"PF_MPS_TOTAL"	"PF_EGGS"	"PF_SOY"	"PF_NUTSDS"	"PF_LEGUMES"	"PF_TOTAL"	"D_MILK"	"D_YOGURT"	"D_CHEESE"	"D_TOTAL"	"OILS"	"SOLID_FATS"	"ADD_SUGARS"	"A_DRINKS"
1	0.939752594890597	0.144532625019132	-0.0496652488103731	-0.0320117923529792	0.0371564111822011	-0.050780657551122	-0.0333267942521468	-0.0827702712013896	-0.0727450646710412	-0.0152508188930315	-0.0040789139794674	-0.0145139638234333	0.0572706527795888	-0.0264256535528405	0.0378367368928677	-0.0100278485696985	0.0759615794299058	0.0725018267818537	-0.00387346311247151	0.0101138993497522	-0.0293384105318029	0.116310537212637	0.0933754607827534	-0.0216438134617709	0.087297563210746	0.0684403851314914	-0.0893648335489699	0.0339384040125511	0.0385744149271856	0.0950662089819103	-0.074414468915361	-0.0361975119429087	-0.0218968273646981	-0.0691147873785058	0.0847067876426305	-0.0670217951238784	-0.104369938548312	-0.0392435400841854
0.939752594890597	1	0.161012606687177	-0.0735390419168628	-0.0561443240048287	0.019969001996507	-0.0572758579630455	-0.0179023757640903	-0.0656156408057062	-0.0500380719163457	0.00568680553073071	-0.0481640961096821	-0.016769891271827	0.064088094021782	-0.0197851267137428	-0.00878449940763183	0.0167139535686743	0.0267499166457568	0.030777606363343	-0.0481880473939663	0.0314043516849445	-0.047159399513198	0.0962682022988423	0.098847119385458	-0.0672563551936129	0.0513363636346856	0.0464293263124285	-0.0911801908269732	0.0112186778992651	-0.0084001182014977	0.0503964390232368	-0.064600487662452	-0.0248188167362456	-0.0106905165815081	-0.0525449506642167	0.0442226161887148	-0.0309424609905543	-0.0939289591407223	-0.0246300679752319
0.144532625019132	0.161012606687177	1	-0.0540602913416043	-0.0365992664245376	0.525465562992588	0.0202696443228259	0.105117946728243	0.0621024052995455	0.126349413258031	0.0316497681804171	0.0909295035212307	0.0669369698724919	0.227112211494633	0.182073235871772	0.0100100105297209	-0.00456643620157336	0.176942285047871	0.173752744028712	0.0211296648310086	-0.10381344670222	-0.050323751349779	0.184952661109589	0.0565691630903273	0.05926802723237	0.0926222242927883	-0.0852654791242749	-0.0463791256379726	0.184572755958968	0.00911494784370797	0.128583797371653	0.0736072590993771	-0.00433817834177336	0.0538012781769636	0.0868359880523655	0.0955664390991637	0.146652763345667	0.00485794347297791	-0.104856959669473
-0.0496652488103731	-0.0735390419168628	-0.0540602913416043	1	0.16923156812757	0.654809357455882	0.00429934734610533	0.115179760674235	0.111740513412752	0.161084408354772	-0.0328451386717554	0.0272825460382257	-0.0151559910836738	0.017710759975349	0.0505530419234493	0.13786359824043	0.0389363748896585	0.0828399541320951	0.0919900310418857	-0.107737994646926	-0.0223084010865563	-0.108693504235805	0.0843549055663237	-0.057695036909693	0.00557410458370976	-0.0354811749710907	-0.0448779097773865	-0.0891875702325511	0.0239791114209519	0.137689860644963	-0.0398360020963027	0.136366990432774	0.230085038768097	0.0146787969727755	0.115252804460899	0.122542200763077	-0.16246572987918	-0.146560218846117	-0.0769395591561721
-0.0320117923529792	-0.0561443240048287	-0.0365992664245376	0.16923156812757	1	0.593586154847166	0.135154679829764	0.0765453511309434	0.109993273706563	0.125568515663885	-0.0130041000718814	0.116937148276008	0.0413836457091165	0.074883272477402	0.138632375894351	-0.0256095827651561	-0.117889073268253	0.0127739729848743	-0.0179187928651333	-0.0208075176989789	-0.0374370804283644	0.097298834812961	0.00856883911471331	0.0524649107049698	-0.175370913522866	-0.058904273379082	0.0899829760205797	0.028179623267213	-0.120957831100884	-0.0247756595348642	-0.0763520393034891	-0.0621996405432989	-0.0208623494887983	-0.0709374190171179	-0.0972199831755949	-0.0819174065616854	-0.115739205874421	0.0128359950194331	0.0482635385430116
0.0371564111822011	0.019969001996507	0.525465562992588	0.654809357455882	0.593586154847166	1	0.0836391959698674	0.168912119914119	0.159215980303937	0.23382090673215	-0.00810253313268857	0.128803039763294	0.0507606511105255	0.180010566352372	0.20643811373543	0.0752230138145767	-0.0398184224340512	0.158219702125854	0.146107799302065	-0.0630438558448899	-0.0924448526660947	-0.0441950815317797	0.161587938759975	0.0249843656562941	-0.0525022702559934	0.00191673164581467	-0.0298661972142859	-0.0657131272054377	0.0587105447151904	0.0750308495560664	0.011088617840144	0.0922173854663873	0.124637361186847	0.00340601125702686	0.0692197679795628	0.0864761266892436	-0.0721789953298224	-0.0784165356151919	-0.0817867278494397
-0.050780657551122	-0.0572758579630455	0.0202696443228259	0.00429934734610533	0.135154679829764	0.0836391959698674	1	-0.0666052075983772	0.424613570310845	0.160355400795877	0.0469698695291723	-0.0289263121785005	0.0261778410605852	0.24884075033689	0.461953505510239	-0.188315638161293	0.00855321053296595	-0.087680934057528	-0.0844704168392772	0.064546985589118	0.00457030208896102	0.075277928942103	-0.0587282085447284	0.416233806644405	0.0888461867563096	0.133386378810631	0.266294166986328	0.0617464861868217	0.0653391459944288	-0.187239803126662	0.199197342187935	-0.0965133565930657	-0.00859053339874062	-0.187143043409898	-0.213536646396864	0.138197909058794	-0.14947285272515	-0.236682154957569	0.130028273988457
-0.0333267942521468	-0.0179023757640903	0.105117946728243	0.115179760674235	0.0765453511309434	0.168912119914119	-0.0666052075983772	1	-0.0765240356829264	0.856194266406196	-0.0112251089040237	-0.00817163965690903	-0.0129906522310001	0.233327436389873	0.343186678170636	0.161962135488946	-0.09206037812047	0.144488100184378	0.118994733124056	0.211380703639453	-0.00506284560618063	-0.0115985259933102	-0.0645976099335544	0.000361526470039611	-0.0555999889898646	0.0486958598718182	0.0429243723006013	0.000723925281428712	0.0233334511786468	0.160868142958213	0.0601620735456752	0.105901267809321	-0.0829200723675292	0.214240167848946	0.242924727027613	0.178346567942249	0.110877121756231	0.133417671840232	-0.102497488044794
-0.0827702712013896	-0.0656156408057062	0.0621024052995455	0.111740513412752	0.109993273706563	0.159215980303937	0.424613570310845	-0.0765240356829264	1	0.449619615614824	-0.00469164345600307	-0.0660515737004396	-0.0333935298909138	0.315554134503245	0.372507005887659	0.00129780439777235	0.121163883570298	-0.0756616282670718	-0.0434072237910219	0.0501802237979752	0.0726900372222194	-0.0755942837991629	-0.177305038613501	0.216875086084036	0.11118155454199	0.0413024324811906	0.159974408867048	-0.00410884953746605	0.0908831215870999	0.00108564499372333	0.0997607041486358	0.0943688953551115	0.107161780723129	-0.0738264183382499	0.0046549054766468	0.0415598409871856	0.0305191788410916	-0.116049950922254	0.0120876464908427
-0.0727450646710412	-0.0500380719163457	0.126349413258031	0.161084408354772	0.125568515663885	0.23382090673215	0.160355400795877	0.856194266406196	0.449619615614824	1	-0.0124870650586009	-0.0415467101187163	-0.0289412770358355	0.372537453640439	0.500465990080624	0.145765779250036	-0.0196881059155292	0.0902333831650174	0.0841086028402604	0.215366826292191	0.0331305118359372	-0.0495614548698418	-0.149744336631137	0.112702782369999	0.00780224612235932	0.0650258630897811	0.121348159868587	-0.00148057042602077	0.0679964219780867	0.144675793966157	0.10558935996786	0.143770787322956	-0.0187553083603503	0.153671520034686	0.220035433758594	0.181306441842246	0.115143163686007	0.0593878170702978	-0.0855585686927122
