UserName	macronutrient	n	mean	sd
VVKAJ102	CARB_kcal_pct	2	44.3220469489766	2.65202336913774
VVKAJ103	CARB_kcal_pct	3	17.4391736600986	6.86763989237145
VVKAJ104	CARB_kcal_pct	3	41.287401630588	4.1111232070174
VVKAJ105	CARB_kcal_pct	2	39.6829309071978	1.36838124127178
VVKAJ102	PROT_kcal_pct	2	11.7750872017292	1.5110081778924
VVKAJ103	PROT_kcal_pct	3	27.8494586197166	5.48054109338242
VVKAJ104	PROT_kcal_pct	3	15.6476975528849	3.30547095819061
VVKAJ105	PROT_kcal_pct	2	25.3948254549753	5.65699791659554
VVKAJ102	TFAT_kcal_pct	2	46.5930267016942	5.15184446061404
VVKAJ103	TFAT_kcal_pct	3	55.5258767716448	10.3876307037401
VVKAJ104	TFAT_kcal_pct	3	39.5011935716541	2.03575134235709
VVKAJ105	TFAT_kcal_pct	2	32.8871474395321	7.51830501097444
